"COLUMN1"	"COLUMN2"
"1027850"	"25:0.3085;26:0.3085;31:0.2902;87:0.2791;34:0.2424;71:0.194;60:0.1868;61:0.1857;53:0.1823;56:0.149;300:0.1406;82:0.1368;68:0.1368;28145:0.1356;67:0.1356;55:0.1351;37:0.1351;6534:0.134;33:0.1329;64:0.1329;57:0.1317;6068:0.1301;208:0.1195;65:0.1195;1380:0.1134;79:0.1028"
"1035135"	"7:0.6675;361:0.285;634:0.2297;780:0.2155;63:0.2117;17:0.208;1306:0.1757;1412:0.1503;1543:0.1496;37:0.1354;19:0.1341;114:0.1267;9:0.1198;10:0.108;26:0.1024;25:0.1012"
"1034438"	"146:0.3323;83:0.3066;103:0.2772;10:0.2629;17:0.2599;14:0.2323;27:0.209;87:0.2012;36:0.1754;84:0.1754;273:0.1527;1127:0.1521;52:0.1263;710:0.1228;262:0.1174;13:0.1162;200:0.1084;58:0.1072;31:0.1066;562:0.1024;56:0.1018;136:0.1006"
"1036669"	"206:0.6235;40:0.621;10:0.475"
"1047255"	"1696:1.0"
"104413"	"277:0.7178;5:0.2517;68:0.18;26:0.1742;10:0.1646;60:0.1632;72:0.1493;31:0.139;40:0.1376;25:0.1376;66:0.1302;34:0.1222;37:0.1215;47:0.1185;205:0.1127;64:0.1061"
"1072491"	"83:0.5447;146:0.4586;103:0.3585;12:0.2246;25:0.2037;34:0.1955;10:0.1816;242:0.1746;26:0.1606;31:0.1502;942:0.1408;37:0.1397;56:0.1397;60:0.1304;2652:0.1292;68:0.1222;337:0.1222"
"1061620"	"12:1.0"
"1060488"	"235:0.435;146:0.3407;103:0.3304;5:0.3263;51:0.3037;83:0.3017;10:0.2893;177:0.2463;40:0.2339;35:0.2319;689:0.2073"
"1067032"	"141:0.6441;37:0.3052;66:0.2566;14:0.2198;107:0.1838;94:0.1783;80:0.1343;49:0.134;75:0.1263;72:0.1173;256:0.1148;208:0.1136;95:0.113;198:0.1108;2:0.1059;351:0.1009;34:0.1006"
"1063966"	"594:0.2843;297:0.2741;16705:0.2613;190:0.2511;11114:0.246;84:0.23;1841:0.2121;10:0.1885;49:0.175;3102:0.1725;26:0.1552;25:0.1533;31:0.1527;60:0.1514;40:0.1489;34:0.1393;87991:0.1303;789:0.1278;1216:0.1144;3076:0.1131;2347:0.1086;71:0.106;759:0.1054;24698:0.1041;66:0.1016;3413:0.1009;138:0.1003;10415:0.1003"
"107322"	"100:0.3091;291:0.2724;320:0.2396;626:0.2377;14:0.1945;208:0.1869;1479:0.1757;234:0.1691;125:0.1672;52:0.1616;102:0.1606;95:0.1588;342:0.1578;49:0.1569;3176:0.155;80:0.1541;69:0.1484;202:0.1447;198:0.1372;5613:0.1372;713:0.1334;336:0.1315;474:0.1278;6407:0.1259;452:0.1259;42318:0.1249;236:0.1165;10:0.1118;509:0.1099;9563:0.1099;6362:0.1099;3636:0.1099;41879:0.109;1024:0.1071;3897:0.1062;47768:0.1052;1614:0.1052;1778:0.1033;92:0.1015;1854:0.1015;355:0.1005;5261:0.1005"
"1078562"	"1:1.0"
"1076617"	"29313:0.6597;664:0.2737;26965:0.2445;189:0.1882;1685:0.178;1284:0.1768;1692:0.1742;857:0.1741;1019:0.1608;95:0.1538;4254:0.1526;49:0.1471;26:0.1299;2:0.1263;34:0.1189;31:0.1022"
"1081334"	"295:0.7251;261:0.6814;90:0.1"
"1086595"	"26:0.3134;25:0.3098;31:0.299;14:0.2683;94:0.2665;87:0.2593;37:0.2575;71:0.2359;34:0.2323;214:0.2323;92:0.2233;66:0.2107;30:0.2035;67:0.1981;80:0.1891;49:0.1819;110:0.1801"
"1085823"	"12:0.5487;15:0.5202;1592:0.4878;5828:0.2014;17454:0.1493;103:0.1404;171:0.1089;176:0.1034"
"1085059"	"37:0.3932;289:0.2933;66:0.2872;3815:0.2058;482:0.1898;350:0.1849;75:0.1787;381:0.1775;1245:0.175;167:0.175;72:0.1701;93:0.1689;313:0.1652;406:0.1627;1092:0.159;35:0.159;14:0.1565;16750:0.1541;5108:0.1528;1861:0.1528;447:0.1504;463:0.1491;2099:0.1405;1987:0.1368;254:0.1356;27342:0.1319;23689:0.1306;4373:0.1269;343:0.1245;30193:0.1232"
"1088428"	"26:0.3874;25:0.3294;34:0.3116;31:0.3099;10:0.1861;56:0.1836;61:0.1822;55:0.1816;315:0.1788;67:0.1659;57:0.1628;40:0.1492;65:0.1485;64:0.1349;71:0.1304;268:0.1266;37:0.1259;1943:0.1123;79:0.1099;52:0.1043;6974:0.1036"
"1097705"	"2249:1.0"
"1101545"	"26:0.3052;31:0.2259;25:0.2192;34:0.215;66:0.1998;55:0.198;57:0.1817;67:0.1762;14:0.1756;37:0.1756;75:0.1659;68:0.1568;61:0.152;49:0.1508;65:0.149;56:0.1471;64:0.1465;148:0.1399;79:0.1393;2:0.1387;138:0.135;80:0.1338;4:0.1272;159:0.1259;615:0.1247;170:0.1223;248:0.1181;8012:0.1157;4179:0.115;2355:0.1102;261:0.109;95:0.109;457:0.1054;342:0.1041;182:0.1029;204:0.1023;10:0.1011"
"110775"	"13764:0.224;93536:0.2221;44515:0.2156;2592:0.2142;8242:0.2051;2149:0.1981;7301:0.1899;417:0.1822;799:0.1633;63860:0.1602;8450:0.1567;854:0.1556;51049:0.1551;595:0.1469;557:0.1446;75819:0.1418;25:0.1348;9125:0.1343;255:0.1338;11000:0.1317;280:0.1308;20409:0.1296;9424:0.1287;134779:0.1282;39592:0.1278;1064:0.1268;51206:0.1261;75:0.1245;380:0.1231;27686:0.1208;320:0.1198;27472:0.1196;7767:0.117;219:0.1163;14726:0.1142;27897:0.113;234:0.1128;2369:0.1128;129680:0.1126;54607:0.1105;4933:0.11;34:0.107;27460:0.1063;383:0.1049;47313:0.1044;26:0.1014;55:0.1009"
"1109991"	"802:0.246;57011:0.2171;10:0.2097;123:0.1998;14559:0.1981;25:0.1808;15684:0.1808;2565:0.1791;40:0.175;87:0.1742;31:0.1701;7057:0.161;65:0.161;2320:0.1593;14:0.1585;67:0.1577;49:0.1527;57:0.1486;55:0.1461;75:0.1428;56:0.1387;627:0.1354;4017:0.1296;26:0.1288;718:0.128;68:0.1271;10559:0.1255;34:0.1238;95:0.1238;5317:0.1189;531:0.1172;61:0.1156;64:0.1156;208:0.1147;578:0.1131;170:0.1073;191:0.1065;11136:0.1007"
"1112707"	"5835:0.3377;251:0.307;60:0.237;71:0.2159;329:0.212;66:0.1996;613:0.1957;14:0.1909;8563:0.1823;100:0.1775;3947:0.1689;371:0.1669;68:0.1641;84:0.1612;10:0.1602;37:0.1573;171:0.1564;95429:0.1545;463:0.1525;1771:0.1458;9940:0.1458;11738:0.143;26:0.1401;3:0.1334;25:0.1276;176:0.1218;40:0.1171;38109:0.1161;31:0.1094;86:0.1075;281:0.1036;146:0.1027;34:0.1027"
"1114135"	"146:0.3802;5795:0.3698;72035:0.3481;83:0.3216;103:0.3094;17934:0.2342;639:0.1486;3:0.1477;2643:0.139;25534:0.1321;191:0.1178;72:0.1156"
"1119157"	"37:0.2686;107:0.1862;66:0.1811;225:0.1797;26:0.175;297:0.1727;25:0.1699;345:0.169;14:0.1606;34625:0.1601;255:0.1601;12701:0.1587;29284:0.1578;906:0.1532;75:0.1508;16434:0.149;49:0.1438;141:0.1424;78:0.1401;28747:0.1397;93:0.1392;31:0.1383;2985:0.1364;289:0.1355;280:0.1355;219:0.1341;368558:0.1331;51:0.1331;23423:0.1327;8659:0.1257;357003:0.1238;181942:0.1224;110213:0.122;34:0.1168;390:0.1159;55730:0.115;11891:0.115;575:0.1145;30126:0.114;14170:0.1136;72:0.1127;134:0.1122;2048:0.1094;16353:0.1094;3487:0.1089;243:0.1066;354:0.1066;5188:0.1061;4064:0.1057"
"1137913"	"10:0.5967;66:0.2083;248:0.2008;52:0.1758;34:0.1692;25:0.16;412:0.1525;1177:0.1417;84:0.1417;18165:0.13;56:0.1275;148:0.1275;31:0.125;20234:0.1242;42:0.1217;26:0.12;518:0.1133;124:0.1125;117:0.1117;397:0.11;68:0.11;268:0.11;14:0.11;125:0.1067;69:0.105;550:0.105;60:0.1017;48000:0.1"
"1144571"	"41:0.5038;16:0.48;25:0.1816;44:0.1756;26:0.1717;31:0.1552;68:0.1492;34:0.1486;60:0.1486;83:0.1393;167:0.1294;201:0.1255;1501:0.1195;95:0.1122;75:0.1083;406:0.1037;165:0.103;214:0.101"
"1152440"	"999:0.3772;391:0.3571;677:0.2448;4326:0.2109;910:0.2066;1020:0.2066;71563:0.1971;2687:0.1876;2549:0.177;94:0.1738;371:0.1706;1501:0.1674;1859:0.1568;3725:0.1536;52:0.1515;23310:0.1452;5636:0.1441;33364:0.1409;859:0.1378;11026:0.1367;11704:0.1303;11008:0.1293;1747:0.1272;550:0.1219;575:0.1176;6017:0.1144;9984:0.1144;138:0.1144;7671:0.1123;20889:0.1091;719:0.1081;704:0.1081;6811:0.107"
"1153257"	"83:0.4425;146:0.4412;103:0.3472;17:0.2285;10:0.1879;583:0.1875;14:0.1853;236:0.1769;12:0.1694;58:0.1363;2:0.1359;82943:0.1196;25:0.1138;80:0.1085;26:0.1041;264:0.1041;315:0.101"
"1159334"	"418:0.7617;2:0.6479"
"1168352"	"622:0.3957;1316:0.2633;405:0.2429;2294:0.2238;312:0.221;10469:0.1951;7688:0.1842;3956:0.1828;2372:0.1815;319:0.1801;798:0.1787;5912:0.1787;5389:0.1774;4994:0.1746;5751:0.1719;438:0.1705;5358:0.1678;185:0.1624;2392:0.1624;6710:0.1583;37:0.1555;410:0.1555;19017:0.1514;1206:0.1487;313:0.146;25022:0.1433;117:0.1405"
"1170027"	"269:0.9686"
"1175250"	"242:0.4923;34:0.3393;337:0.3387;31:0.2895;25:0.2426;56:0.2414;26:0.1981;79:0.1963;57:0.1782;55:0.1758;64:0.1617;37:0.153;65:0.1506;107:0.1424;67:0.1418;61:0.1131;226:0.1113"
"1175089"	"251:0.2862;37:0.2853;94:0.2665;2:0.1802;84:0.1794;1:0.1794;468:0.1768;208:0.1726;107:0.1666;463:0.1657;117:0.1632;214:0.1614;4326:0.1503;21649:0.1478;165:0.1478;49:0.1409;66:0.1333;204:0.1324;93:0.1307;6:0.1298;9201:0.1298;290:0.1247;75:0.1239;350:0.1239;72:0.1196;448:0.1179;4:0.1145;95:0.1136;8:0.1102;71:0.1093;124:0.1093;369:0.1076;371:0.1051;215:0.1051;5108:0.1051;68:0.1042;161:0.1034;260:0.1017;810:0.1008;5871:0.1008"
"1180227"	"2705:0.7724;931:0.6351"
"1178527"	"66:0.2752;37:0.2182;110:0.217;227:0.2087;214:0.1981;72:0.1933;3981:0.191;461:0.1886;228:0.1862;807:0.1838;94:0.1838;290:0.1826;14:0.1803;206:0.1803;2635:0.1755;1103:0.1684;1806:0.1684;209:0.166;203:0.1613;69:0.1542;149:0.1542;325:0.1506;281:0.1494;80:0.1494;284:0.1483;202:0.14;587:0.134;464:0.1269;204:0.1245;225:0.1245;327:0.1233;263:0.1222;260:0.1222;477:0.121;38329:0.1198"
"1181753"	"1684:0.5118;30885:0.3519;25871:0.3002;20043:0.2891;2304:0.2178;8269:0.2141;8505:0.2129;2260:0.2018;2206:0.1956;6:0.1735;46618:0.1735;116568:0.1587;1:0.1575;25:0.1476;20:0.1464;16010:0.1427;3993:0.1329;943:0.1267;24:0.1243"
"1186870"	"7:0.8869;9:0.1973;30:0.1626;236:0.1491;19:0.1394;1:0.1264;264:0.1162;85:0.1061"
"1198224"	"17:0.3374;198:0.2996;159:0.2525;151:0.2297;37:0.2068;98:0.199;2:0.1826;75:0.1819;95:0.1797;72:0.1769;26:0.1391;174:0.1377;736:0.1377;66:0.1369;94:0.1369;598:0.1369;86:0.1277;189:0.1255;71:0.1213;1884:0.1177;58:0.1163;148:0.1141;52:0.1141;118:0.1141;1019:0.112;185:0.1098;157:0.1091;28:0.1084;475:0.1034;256:0.102;167:0.102;49:0.1013;78:0.1006"
"1208441"	"37:0.2971;94:0.262;124:0.2312;2:0.221;10:0.195;290:0.1837;31:0.1772;141:0.1729;26:0.1675;17:0.1664;25:0.1664;55:0.1604;112:0.1604;34:0.1523;167:0.1426;27:0.1405;83:0.1361;6:0.1345;72:0.1345;66:0.134;1127:0.1334;183:0.1307;229:0.1232;65:0.1232;204:0.1216;57:0.1194;452:0.114;61:0.1129;56:0.1107;7:0.1097;67:0.1097;417:0.1097;14:0.1091;49:0.107;255:0.107;64:0.1053;208:0.1043"
"1213380"	"159:0.3465;37:0.3134;107:0.2898;26:0.2266;25:0.2237;72:0.2143;31:0.2115;14:0.2105;34:0.2039;141:0.1964;66:0.1775;151:0.1661;157:0.1425;60:0.1388;198:0.1378;71:0.1369;95:0.1359;174:0.1359;80:0.135;52:0.1322;2753:0.1312;339:0.1218;241:0.1199;140:0.1171;165:0.1161;179:0.1086;475:0.1029;2462:0.1029;1186:0.1001;185:0.1001"
"1217274"	"7:0.7928;150:0.3043;447:0.2771;10:0.217;276:0.217;17:0.1982;40:0.1503;58:0.1484;507:0.1146;472:0.1043"
"1224797"	"245:0.3232;31:0.2131;26:0.2061;413:0.1945;56:0.186;87:0.1775;34:0.1751;25:0.1736;61:0.172;5406:0.1697;14:0.1604;84:0.1596;297:0.155;57:0.1519;222:0.148;60:0.1387;1162:0.1364;65:0.1364;55:0.1341;68:0.1333;1590:0.1325;67:0.1317;111:0.131;637:0.1294;2705:0.1271;941:0.1271;75:0.1217;1601:0.1201;8459:0.1178;3993:0.117;64:0.117;12:0.1155;58:0.1147;62624:0.1147;783:0.1131;71:0.1124;1598:0.1085;705:0.1054;100:0.1054;287:0.1031;704:0.1015"
"1224117"	"103:0.8354;83:0.2836;146:0.1551;1:0.1269;31:0.1179;25:0.107;242:0.1052;34:0.1008"
"1222452"	"90:0.7435;102:0.3717;1:0.314;6:0.2478;567:0.2265;2399:0.2222;46:0.22"
"1236813"	"140:1.0"
"1242066"	"19132:0.7497;398:0.582;10:0.1825"
"1241808"	"605:0.3654;12:0.3071;87:0.2697;1424:0.2454;3084:0.2454;1392:0.2102;5904:0.197;423:0.1904;8287:0.1761;2706:0.1728;416:0.1706;3100:0.1706;60:0.164;25:0.1541;69:0.153;170:0.1508;31:0.1497;2:0.1486;947:0.1464;2986:0.1431;67:0.142;6964:0.1354;10:0.1321;691:0.1266;65:0.1255;64:0.1233;66:0.1222;17494:0.1211;72:0.1134;693:0.1101"
"124181"	"12:0.3981;140:0.2996;10:0.2452;2:0.239;1:0.2278;11014:0.2001;8:0.1898;4:0.1816;36:0.1765;14561:0.1693;3538:0.1672;40:0.1652;14:0.159;501:0.158;5:0.1539;26058:0.1539;4622:0.1508;11:0.1416;6429:0.1385;7634:0.1364;1387:0.1354;13:0.1313;457:0.1272;2097:0.1262;133:0.1262;936:0.119;9022:0.1139;6:0.1129;37984:0.1098;1835:0.1087;224:0.1077;42972:0.1046;15:0.1026"
"1245393"	"84:0.4148;26:0.3024;25:0.2789;31:0.2615;60:0.2434;34:0.2175;68:0.1994;780:0.1611;61:0.1487;55:0.1472;71:0.1426;57:0.14;307:0.1339;56:0.1318;67:0.1286;64:0.1216;65:0.1121;87:0.1096;418:0.1075;182:0.1053;22555:0.1046;200:0.1045"
"1250073"	"1:0.9418;13:0.3291"
"1250074"	"421:1.0"
"1254547"	"85853:1.0"
"1250548"	"103:0.9997"
"1252376"	"10:0.6702;40:0.5626;266:0.484"
"1255377"	"141:0.4941;52:0.459;84:0.3947;25:0.3771;33:0.3742;14:0.3274"
"1258483"	"1230:0.7014;296:0.5888;3330:0.306;1359:0.147;107111:0.1206"
"1268625"	"24899:0.305;3042:0.2776;20547:0.2591;4799:0.2391;69:0.2047;25061:0.1952;625:0.1888;15586:0.1824;2822:0.1814;572:0.1704;3179:0.1696;3201:0.169;3044:0.1688;3219:0.1673;3240:0.1651;2781:0.1645;110:0.1643;40622:0.1587;5971:0.1414;1813:0.1362;5921:0.135;3249:0.1323;673:0.1309;4475:0.1274;31109:0.122;6064:0.1197;5160:0.1177;3261:0.1156;42069:0.1101;1531:0.101;262:0.1"
"1278223"	"432:0.3318;146:0.3034;15:0.2901;83:0.2811;19:0.2589;103:0.2344;66:0.1777;26:0.1724;25:0.1721;31:0.1648;519:0.1563;34:0.1521;209:0.1482;442:0.1473;1000:0.1417;87:0.133;10:0.1301;130:0.1237;75:0.1211;616:0.1192"
"1266289"	"140:1.0"
"126121"	"542724:0.8557;1563:0.5175"
"130812"	"5483:0.582;312:0.4932;10458:0.3278;583:0.3278;37:0.3278;1372:0.3094"
"1305811"	"114:0.7319;53:0.2361;14:0.2029;33:0.1822;10:0.1651;66:0.1508;82:0.1282;100:0.1236;54:0.1171;208:0.1065;807:0.1056"
"1313955"	"49:0.2493;8840:0.2445;27454:0.2179;83:0.2179;9327:0.1966;1101:0.1913;545:0.1902;591:0.187;12540:0.1737;278:0.1705;26:0.1678;225:0.1582;78:0.1572;34:0.1492;8306:0.147;1496:0.1428;15081:0.1422;16293:0.1407;6550:0.138;2714:0.1364;254:0.1343;1363:0.1343;242:0.1337;349:0.1311;14026:0.1311;663:0.1257;19328:0.1241;6137:0.1231;490:0.1209;2578:0.1167;12:0.1129;704:0.1124;9450:0.1108;688:0.105;351:0.1028;785:0.1018;25:0.1012"
"1309056"	"11894:0.4784;103:0.4422;87:0.2565;32:0.2521;83:0.2263;75:0.1821;133:0.1504;141:0.1305;26:0.1305;747:0.1283;563:0.1246;25:0.1172;5:0.115;256:0.115;1205:0.1135;31:0.1128;290:0.1091;48:0.1054;1000:0.1047;66:0.1032;1017:0.101"
"1323605"	"25:0.3117;26:0.2561;69:0.2433;60:0.2341;68:0.2341;31:0.2097;92:0.1958;100:0.1958;427:0.1889;1312:0.1877;686:0.1866;71:0.1831;34:0.1831;284:0.175;49:0.1727;95:0.1727;161:0.1692;5:0.1645;994:0.1611;101:0.1588;14:0.1553;165:0.1483;184:0.1472;170:0.146;35:0.146;399:0.1414;188:0.1367;93:0.124;33430:0.1159"
"1322068"	"1:0.7933;13:0.3976;6:0.3323;24:0.2333;20:0.2184"
"1323207"	"41:0.8812;103:0.2633;13843:0.2218;201:0.2021;1651:0.1478;1154:0.1224;10:0.1178;3881:0.1155"
"1333367"	"197:0.476;6:0.4484;24:0.3357;20:0.3311;1:0.2989;4:0.2828;2:0.2575;38:0.2437;27:0.2345"
"1323248"	"339:0.6919;5718:0.3919;99740:0.3284;137630:0.3065;85675:0.289;24289:0.2868"
"1323830"	"3:0.7955;210441:0.544;1:0.2671"
"1298752"	"724:0.4447;1272:0.3557;17:0.3383;58:0.3017;103:0.301;5:0.2014;36084:0.1562;26:0.1298;68:0.1245;60:0.122;31:0.1206;25:0.1049;247:0.1007"
"1297786"	"32:0.377;14:0.2446;36:0.243;48:0.2147;10:0.2139;52:0.2131;92:0.1671;235:0.1582;454:0.1566;1205:0.1534;87:0.1453;25:0.1421;31:0.1413;2198:0.1324;99:0.1292;206:0.1275;17:0.1275;227:0.1267;391:0.1235;10415:0.1227;1184:0.1227;1577:0.1179;21:0.1171;14170:0.1171;29859:0.1162;60:0.1162;271:0.1162;157:0.113;34:0.113;148:0.1122;8047:0.1049;26:0.1049;416:0.1017;2887:0.1009;57:0.1009;727:0.1001"
"133702"	"3:0.6631;1669:0.4;12:0.3896;1182:0.2614;1063:0.2043;21:0.2008;15233:0.1905;28:0.1783;63:0.1731"
"1349179"	"1943:0.5608;7394:0.4372;6760:0.3697;2887:0.3351;799:0.3214;12:0.1707;27139:0.1381;94:0.1012;29:0.1005"
"1345371"	"10:0.6863;40:0.5737;6:0.447"
"134376"	"3:0.7956;1:0.2247;17:0.1895;98:0.185;86:0.1453;229:0.1319;94:0.1121;100:0.1066;6:0.1047"
"1348527"	"3188:0.7911;141:0.591"
"1355493"	"1240:0.2858;94:0.2742;1929:0.2419;37:0.2245;22223:0.1964;14809:0.1906;887:0.1897;134:0.1814;8940:0.1806;10308:0.1756;126006:0.1748;885:0.1558;13367:0.1549;13574:0.1442;2948:0.1425;11982:0.1417;107:0.1317;2183:0.1309;406:0.1301;699:0.1276;171:0.1276;203:0.1235;5:0.1235;80:0.1226;20646:0.1193;90731:0.116;24681:0.1152;1611:0.1143;66:0.1143;721:0.111;350:0.1094;93:0.1085;229:0.1077;1019:0.1077;1011:0.1077;477:0.1036"
"1352488"	"2:0.6854;17:0.5544;58:0.4303"
"1352171"	"1781:0.8248;3396:0.4667;92:0.2267;300041:0.2248"
"1328692"	"10:0.424;66:0.2996;26:0.2255;25:0.2242;31:0.211;75:0.1779;93:0.1766;69:0.1687;215:0.168;55:0.166;312:0.1568;40:0.1561;34:0.1422;94:0.1362;110:0.1349;4159:0.1329;632:0.1316;148:0.1257;37:0.123;14:0.1217;67:0.1138;56:0.1052;57:0.1025;61:0.1019"
"1325927"	"794:0.4664;22:0.3851;21587:0.3498;66836:0.3283;23936:0.2808;942:0.2792;72:0.267;77:0.2209;1962:0.2194;100:0.1995;742:0.1979"
"1378108"	"23090:0.6975;12956:0.5869;22:0.4111"
"1386860"	"876:0.9118;5439:0.3051;162149:0.1564;678:0.1019"
"1389257"	"5:0.4713;29:0.2737;4:0.2369;25:0.2182;31:0.1883;26:0.1814;34:0.1696;253:0.1515;37:0.1502;401:0.1446;147:0.1334;103:0.1322;315:0.1259;87:0.1259;1:0.1253;1379:0.1253;47:0.1228;93:0.1216;297:0.1185;6:0.1178;2381:0.1135;153:0.1097;3478:0.1091;10:0.1072;92:0.1054;83:0.1035;66:0.1029;27:0.101;134:0.101"
"1390343"	"146:0.3626;83:0.2857;103:0.2774;245:0.2572;26:0.2436;25:0.2154;31:0.2035;25794:0.1863;47895:0.1777;34:0.175;24869:0.1737;2970:0.1684;980:0.1661;36:0.1647;1880:0.1584;7520:0.1558;461:0.1535;55:0.1336;64:0.1332;57:0.1319;67:0.1269;10:0.1071;56:0.1067;599:0.1044"
"1387336"	"2612:0.3455;15026:0.3342;271:0.3286;160:0.305;1945:0.2971;51865:0.2375;11717:0.2352;450:0.2059;161:0.1733;42539:0.1711;1269:0.1654;41444:0.1643;1379:0.1542;2101:0.1508;5540:0.1362;46236:0.1362;38069:0.1362;22676:0.1328;51:0.1294;610:0.1283;2062:0.1272;24446:0.1193;571:0.1193;578:0.1193"
"1360068"	"87:1.0"
"1361806"	"2:0.4494;4:0.429;99:0.3233;8:0.3017;10:0.2393;11:0.2279;29:0.196;269:0.1871;13257:0.1769;25:0.1629;5:0.1629;7336:0.1528;64:0.1515;36:0.1464;65:0.1298;67:0.1298;34:0.1298;222:0.1286;47:0.1286"
"1404366"	"146:0.2703;83:0.2649;2180:0.2613;103:0.2541;781:0.2238;69:0.2229;1669:0.2206;562:0.1953;834:0.1804;174:0.1781;795:0.1718;561:0.1551;567:0.1492;93:0.142;1192:0.1392;242:0.1392;14:0.1302;2128:0.1293;1166:0.1243;2337:0.1234;2236:0.1184;397:0.1135;5376:0.1094;4877:0.1076;2977:0.1053;2222:0.1049;1378:0.1031;1932:0.1031;1061:0.1026;1040:0.1017;3400:0.1008"
"1410459"	"5:0.3053;33:0.239;26:0.2377;37:0.2163;31:0.2157;25:0.2137;17:0.202;14:0.1851;34:0.1786;2:0.1669;176:0.163;49:0.1552;149:0.1468;95:0.1397;66:0.1351;208:0.1312;100:0.1299;2008:0.1286;58:0.128;62:0.1273;29:0.1267;60:0.1254;1076:0.1247;56:0.1221;4:0.1195;718:0.1182;61:0.1117;65:0.1091;47:0.1091;8:0.1052;291:0.1046;57:0.1046;68:0.1033;55:0.1033;72:0.102;125:0.102;123:0.1013;83:0.1"
"1410494"	"25:0.2983;31:0.2651;26:0.2481;34:0.2242;60:0.1915;68:0.1804;802:0.1716;215:0.1635;181:0.1617;78:0.1594;72:0.153;10:0.1489;167:0.1471;94:0.1407;14:0.1401;86355:0.1378;670:0.1378;301987:0.1378;3923:0.1378;7387:0.1378;2000:0.1354;100:0.1343;312:0.1337;185:0.1296;18854:0.1279;71:0.1255;291:0.1226;7:0.1226;139:0.1203;397:0.1191;3319:0.115;1309:0.1098;42:0.108;148:0.1057;190:0.1028;1573:0.1028;344:0.1022;24:0.1004"
"1418563"	"314:1.0"
"142453"	"16:0.8604;711:0.5097"
"1440168"	"1096:0.485;90:0.4046;1230:0.2707;14:0.2506;107:0.2318;296:0.2278;250:0.2171;2713:0.2117;2318:0.1956;1:0.1903;339:0.1822;138:0.1715;280:0.1581;763:0.1541;35339:0.1501;80:0.1447;462:0.142;75:0.134"
"1447910"	"2:0.6002;8:0.5069;4:0.4859;11:0.383"
"1458075"	"41:0.4692;16:0.3649;1076:0.2753;10:0.2238;9:0.1901;201:0.1634;7:0.1602;936:0.1577;136:0.1564;176:0.1532;42:0.1418;215:0.1399;44:0.1335;264:0.1329;5:0.1316;87:0.1265;133:0.1202;17:0.1182;15:0.1119;4712:0.1055;2824:0.1043;94:0.1024"
"1455990"	"51:0.5287;111:0.5223;73:0.4935;131:0.4518"
"1434274"	"5:0.3745;86:0.3467;10:0.3102;17:0.2884;40:0.2589;98:0.258;2:0.2224;92:0.1894;4:0.1694;47:0.1677;8:0.1555;49:0.1555;8947:0.1494;178:0.1468;1464:0.1312;253:0.1303;29:0.126;1849:0.1251;80:0.1242;147:0.1225;199:0.119;358:0.1121;11:0.1121;22:0.1086;94:0.1017"
