"COLUMN1"	"COLUMN2"
"1016219"	"1928655"
"1016219"	"1928678"
"1016219"	"1928724"
"1016219"	"193952"
"1016219"	"1954203"
"1016219"	"2008547"
"1016219"	"2105362"
"1016219"	"2105464"
"1016219"	"2105482"
"1016219"	"2105489"
"1016219"	"2105514"
"1016219"	"2105598"
"1016219"	"2105603"
"1016219"	"2105784"
"1016219"	"2158259"
"1016219"	"2172762"
"1016219"	"218438"
"1016219"	"2188303"
"1016219"	"2224167"
"1016219"	"2241424"
"1016219"	"2287260"
"1016219"	"2335873"
"1016219"	"2335877"
"1016219"	"2420902"
"1016219"	"303060"
"1016219"	"329662"
"1016219"	"330571"
"1016219"	"403259"
"1016219"	"426750"
"1016219"	"441554"
"1016219"	"458026"
"1016219"	"528593"
"1016219"	"549649"
"1016219"	"562574"
"1016219"	"572220"
"1016219"	"574645"
"1016219"	"594200"
"1016219"	"629574"
"1016219"	"640892"
"1016219"	"665932"
"1016219"	"682877"
"1016219"	"683822"
"1016219"	"713211"
"1016219"	"713228"
"1016219"	"713239"
"1016219"	"713240"
"1016219"	"713254"
"1016219"	"713260"
"1016219"	"713293"
"1016219"	"725379"
"1016219"	"727272"
"1016219"	"731434"
"1016219"	"778749"
"1016219"	"824011"
"1016219"	"859175"
"1016219"	"923658"
"1018719"	"1259766"
"1018719"	"1285713"
"1018719"	"1551237"
"1018719"	"1606552"
"1018719"	"1760338"
"1018719"	"1760423"
"1018719"	"1774599"
"1018719"	"1774603"
"1018719"	"1774684"
"1018719"	"1774705"
"1018719"	"1774707"
"1018719"	"1774713"
"1018719"	"1775013"
"1018719"	"1775057"
"1018719"	"1861429"
"1018719"	"1902321"
"1018719"	"1928740"
"1018719"	"2105476"
"1018719"	"2105575"
"1018719"	"2105784"
"1018719"	"2220938"
"1018719"	"2280082"
"1018719"	"2335877"
"1018719"	"2404454"
"1018719"	"2420902"
"1018719"	"269465"
"1018719"	"332673"
"1018719"	"403259"
"1018719"	"516110"
"1018719"	"520729"
"1018719"	"670442"
"1018719"	"682877"
"1018719"	"683822"
"1018719"	"693635"
"1018719"	"723577"
"1018719"	"724489"
"1018719"	"725183"
"1018719"	"727128"
"1018719"	"731389"
"1018719"	"754273"
"1018719"	"762768"
"1018719"	"786313"
"1026800"	"1760388"
"1026800"	"1774967"
"1026800"	"218438"
"1027850"	"1123254"
"1027850"	"1185040"
"1027850"	"1349990"
"1027850"	"1374348"
"1027850"	"1419930"
"1027850"	"1675399"
"1027850"	"1760320"
"1027850"	"1760338"
"1027850"	"1760350"
"1027850"	"1760353"
"1027850"	"1760377"
"1027850"	"1760378"
"1027850"	"1760388"
"1027850"	"1760401"
"1027850"	"1760402"
"1027850"	"1760403"
"1027850"	"1774413"
"1027850"	"1774452"
"1027850"	"1774505"
"1027850"	"1774516"
"1027850"	"1774550"
"1027850"	"1774594"
"1027850"	"1774595"
"1027850"	"1774684"
"1027850"	"1774713"
"1027850"	"1774717"
"1027850"	"1774718"
"1027850"	"1774723"
"1027850"	"1774849"
"1027850"	"1774862"
"1027850"	"1774963"
"1027850"	"1774969"
"1027850"	"1774996"
"1027850"	"1775064"
"1027850"	"1775076"
"1027850"	"1837210"
"1027850"	"1928678"
"1027850"	"2012081"
"1027850"	"2105482"
"1027850"	"2105489"
"1027850"	"2105561"
"1027850"	"218438"
"1027850"	"2188303"
"1027850"	"356904"
"1027850"	"401062"
"1027850"	"421653"
"1027850"	"444058"
"1027850"	"466643"
"1027850"	"549649"
"1027850"	"563514"
"1027850"	"570938"
"1027850"	"574645"
"1027850"	"682877"
"1027850"	"683822"
"1027850"	"713254"
"1027850"	"727272"
"1027850"	"731389"
"1034438"	"1344904"
"1034438"	"1444067"
"1034438"	"1561565"
"1034438"	"1760350"
"1034438"	"1760353"
"1034438"	"1760355"
"1034438"	"1774489"
"1034438"	"1774509"
"1034438"	"1774520"
"1034438"	"1774705"
"1034438"	"1774753"
"1034438"	"1774817"
"1034438"	"1774878"
"1034438"	"1774952"
"1034438"	"2229855"
"1034438"	"2257551"
"1034438"	"2335877"
"1034438"	"387759"
"1034438"	"534378"
"1034438"	"557796"
"1034438"	"609868"
"1035135"	"1108883"
"1035135"	"1141882"
"1035135"	"1314418"
"1035135"	"1386531"
"1035135"	"1419930"
"1035135"	"1444067"
"1035135"	"1551237"
"1035135"	"1606574"
"1035135"	"1606575"
"1035135"	"1606596"
"1035135"	"1606687"
"1035135"	"1638658"
"1035135"	"1649853"
"1035135"	"1669445"
"1035135"	"1760326"
"1035135"	"1760337"
"1035135"	"1760350"
"1035135"	"1760378"
"1035135"	"1760379"
"1035135"	"1760383"
"1035135"	"1760390"
"1035135"	"1760396"
"1035135"	"1760398"
"1035135"	"1760403"
"1035135"	"176061"
"1035135"	"1760654"
"1035135"	"1774452"
"1035135"	"1774454"
"1035135"	"1774461"
"1035135"	"1774462"
"1035135"	"1774463"
"1035135"	"1774466"
"1035135"	"1774502"
"1035135"	"1774505"
"1035135"	"1774507"
"1035135"	"1774532"
"1035135"	"1774534"
"1035135"	"1774539"
"1035135"	"1774550"
"1035135"	"1774595"
"1035135"	"1774599"
"1035135"	"1774684"
"1035135"	"1774687"
"1035135"	"1774706"
"1035135"	"1774708"
"1035135"	"1774713"
"1035135"	"1774717"
"1035135"	"1774722"
"1035135"	"1774766"
"1035135"	"1774786"
"1035135"	"1774797"
"1035135"	"1774849"
"1035135"	"1774862"
"1035135"	"1774867"
"1035135"	"1774946"
"1035135"	"1774952"
"1035135"	"1774957"
"1035135"	"1774969"
"1035135"	"1774996"
"1035135"	"1775001"
"1035135"	"1775003"
"1035135"	"1775009"
"1035135"	"1775011"
"1035135"	"1775018"
"1035135"	"1775024"
"1035135"	"1775028"
"1035135"	"1775042"
"1035135"	"1775044"
"1035135"	"1775045"
"1035135"	"1775047"
"1035135"	"1775049"
"1035135"	"1775076"
"1035135"	"1837210"
"1035135"	"1869430"
"1035135"	"1902321"
"1035135"	"1928655"
"1035135"	"1928678"
"1035135"	"1932882"
"1035135"	"1939250"
"1035135"	"1954203"
"1035135"	"2012081"
"1035135"	"2105349"
"1035135"	"2105464"
"1035135"	"2105476"
"1035135"	"2105482"
"1035135"	"2105510"
"1035135"	"2105514"
"1035135"	"2105550"
"1035135"	"2105561"
"1035135"	"2105583"
"1035135"	"2105599"
"1035135"	"2105786"
"1035135"	"2135205"
"1035135"	"218438"
"1035135"	"2188303"
"1035135"	"243683"
"1035135"	"299025"
"1035135"	"338764"
"1035135"	"351556"
"1035135"	"387759"
"1035135"	"387763"
"1035135"	"403259"
"1035135"	"426750"
"1035135"	"428085"
"1035135"	"436442"
"1035135"	"458026"
"1035135"	"488145"
"1035135"	"504783"
"1035135"	"516110"
"1035135"	"540920"
"1035135"	"549649"
"1035135"	"557796"
"1035135"	"592273"
"1035135"	"594200"
"1035135"	"628623"
"1035135"	"639440"
"1035135"	"647356"
"1035135"	"648110"
"1035135"	"682877"
"1035135"	"687236"
"1035135"	"703278"
"1035135"	"710341"
"1035135"	"713281"
"1035135"	"724489"
"1035135"	"725371"
"1035135"	"731389"
"1035135"	"731434"
"1035135"	"803877"
"1035135"	"879962"
"1035135"	"923239"
"1035135"	"930749"
"1036669"	"1192379"
"1036669"	"1675399"
"1036669"	"1774457"
"1036669"	"1774511"
"1036669"	"1774682"
"1036669"	"1774710"
"1036669"	"1774722"
"1036669"	"1774856"
"1036669"	"1774925"
"1036669"	"1774954"
"1036669"	"1775054"
"1036669"	"1775077"
"1036669"	"1874277"
"1036669"	"1954203"
"1036669"	"268011"
"1036669"	"346092"
"1036669"	"477883"
"104413"	"1352204"
"104413"	"1563896"
"104413"	"1760642"
"104413"	"1760654"
"104413"	"1774505"
"104413"	"1774641"
"104413"	"1774677"
"104413"	"1774682"
"104413"	"1774684"
"104413"	"1774800"
"104413"	"1775087"
"104413"	"2081989"
"104413"	"2393452"
"104413"	"592273"
"104413"	"626361"
"104413"	"737180"
"1046703"	"1437087"
"1046703"	"1522533"
"1046703"	"1774511"
"1046703"	"1774542"
"1046703"	"1774705"
"1046703"	"1774721"
"1046703"	"1774799"
"1046703"	"1774813"
"1046703"	"1774861"
"1046703"	"1774954"
"1046703"	"1774965"
"1046703"	"1775076"
"1046703"	"1954203"
"1046703"	"2335872"
"1046703"	"2335877"
"1046703"	"243683"
"1047255"	"1126799"
"1047255"	"1292709"
"1047255"	"142372"
"1047255"	"1606474"
"1047255"	"1606596"
"1047255"	"1606597"
"1047255"	"1606726"
"1047255"	"1675399"
"1047255"	"172508"
"1047255"	"1760423"
"1047255"	"1774518"
"1047255"	"1774520"
"1047255"	"1774601"
"1047255"	"1774649"
"1047255"	"1774789"
"1047255"	"1774797"
"1047255"	"1774849"
"1047255"	"1774923"
"1047255"	"1774952"
"1047255"	"1774972"
"1047255"	"1775076"
"1047255"	"1775077"
"1047255"	"1784713"
"1047255"	"1928655"
"1047255"	"1938936"
"1047255"	"1986988"
"1047255"	"2093021"
"1047255"	"2105489"
"1047255"	"2188303"
"1047255"	"2393452"
"1047255"	"592273"
"1047255"	"682877"
"1047255"	"713304"
"1047255"	"725370"
"1047255"	"732342"
"1060488"	"124087"
"1060488"	"1278807"
"1060488"	"1606559"
"1060488"	"1606596"
"1060488"	"1760378"
"1060488"	"1760399"
"1060488"	"1774446"
"1060488"	"1774570"
"1060488"	"1774584"
"1060488"	"1774766"
"1060488"	"1774967"
"1060488"	"1837210"
"1060488"	"1870054"
"1060488"	"1928690"
"1060488"	"2023352"
"1060488"	"2066013"
"1060488"	"2381313"
"1060488"	"300076"
"1060488"	"332673"
"1060488"	"461710"
"1060488"	"559957"
"1060488"	"665932"
"1060488"	"709499"
"1061620"	"1022106"
"1061620"	"1027436"
"1061620"	"1046886"
"1061620"	"1072675"
"1061620"	"1108697"
"1061620"	"1146123"
"1061620"	"1170299"
"1061620"	"1171991"
"1061620"	"1175313"
"1061620"	"1213266"
"1061620"	"1231352"
"1061620"	"1244528"
"1061620"	"1249042"
"1061620"	"1412065"
"1061620"	"1419930"
"1061620"	"1427983"
"1061620"	"157971"
"1061620"	"1606472"
"1061620"	"1606511"
"1061620"	"1606515"
"1061620"	"1606559"
"1061620"	"1606574"
"1061620"	"1606576"
"1061620"	"1606579"
"1061620"	"1606582"
"1061620"	"1606586"
"1061620"	"1606590"
"1061620"	"1606595"
"1061620"	"1606596"
"1061620"	"1606598"
"1061620"	"1606602"
"1061620"	"1606606"
"1061620"	"1606619"
"1061620"	"1606621"
"1061620"	"1606673"
"1061620"	"1606686"
"1061620"	"1606687"
"1061620"	"1606689"
"1061620"	"1606717"
"1061620"	"1688917"
"1061620"	"1700651"
"1061620"	"1719842"
"1061620"	"172508"
"1061620"	"1732982"
"1061620"	"1760320"
"1061620"	"1760323"
"1061620"	"1760326"
"1061620"	"1760327"
"1061620"	"1760332"
"1061620"	"1760337"
"1061620"	"1760338"
"1061620"	"1760344"
"1061620"	"1760345"
"1061620"	"1760346"
"1061620"	"1760347"
"1061620"	"1760348"
"1061620"	"1760350"
"1061620"	"1760352"
"1061620"	"1760354"
"1061620"	"1760356"
"1061620"	"1760357"
"1061620"	"1760359"
"1061620"	"1760360"
"1061620"	"1760361"
"1061620"	"1760362"
"1061620"	"1760366"
"1061620"	"1760369"
"1061620"	"1760371"
"1061620"	"1760373"
"1061620"	"1760377"
"1061620"	"1760378"
"1061620"	"1760379"
"1061620"	"1760381"
"1061620"	"1760383"
"1061620"	"1760384"
"1061620"	"1760385"
"1061620"	"1760387"
"1061620"	"1760388"
"1061620"	"1760390"
"1061620"	"1760392"
"1061620"	"1760396"
"1061620"	"1760399"
"1061620"	"1760403"
"1061620"	"1760405"
"1061620"	"1760406"
"1061620"	"1760411"
"1061620"	"1760413"
"1061620"	"1760414"
"1061620"	"1760416"
"1061620"	"1760417"
"1061620"	"1760418"
"1061620"	"1760419"
"1061620"	"1760422"
"1061620"	"1760423"
"1061620"	"1760426"
"1061620"	"1760428"
"1061620"	"1760430"
"1061620"	"1760449"
"1061620"	"1760654"
"1061620"	"1774446"
"1061620"	"1774452"
"1061620"	"1774454"
"1061620"	"1774455"
"1061620"	"1774456"
"1061620"	"1774457"
"1061620"	"1774458"
"1061620"	"1774461"
"1061620"	"1774462"
"1061620"	"1774463"
"1061620"	"1774464"
"1061620"	"1774466"
"1061620"	"1774467"
"1061620"	"1774471"
"1061620"	"1774505"
"1061620"	"1774516"
"1061620"	"1774520"
"1061620"	"1774530"
"1061620"	"1774532"
"1061620"	"1774533"
"1061620"	"1774534"
"1061620"	"1774535"
"1061620"	"1774539"
"1061620"	"1774544"
"1061620"	"1774548"
"1061620"	"1774550"
"1061620"	"1774552"
"1061620"	"1774554"
"1061620"	"1774567"
"1061620"	"1774591"
"1061620"	"1774592"
"1061620"	"1774593"
"1061620"	"1774594"
"1061620"	"1774595"
"1061620"	"1774597"
"1061620"	"1774598"
"1061620"	"1774603"
"1061620"	"1774613"
"1061620"	"1774655"
"1061620"	"1774675"
"1061620"	"1774684"
"1061620"	"1774692"
"1061620"	"1774713"
"1061620"	"1774717"
"1061620"	"1774720"
"1061620"	"1774722"
"1061620"	"1774723"
"1061620"	"1774753"
"1061620"	"1774766"
"1061620"	"1774796"
"1061620"	"1774800"
"1061620"	"1774848"
"1061620"	"1774849"
"1061620"	"1774856"
"1061620"	"1774946"
"1061620"	"1774962"
"1061620"	"1774963"
"1061620"	"1774967"
"1061620"	"1774968"
"1061620"	"1774969"
"1061620"	"1774977"
"1061620"	"1774990"
"1061620"	"1774996"
"1061620"	"1774998"
"1061620"	"1775000"
"1061620"	"1775001"
"1061620"	"1775002"
"1061620"	"1775003"
"1061620"	"1775005"
"1061620"	"1775009"
"1061620"	"1775011"
"1061620"	"1775013"
"1061620"	"1775014"
"1061620"	"1775016"
"1061620"	"1775024"
"1061620"	"1775025"
"1061620"	"1775026"
"1061620"	"1775035"
"1061620"	"1775038"
"1061620"	"1775040"
"1061620"	"1775041"
"1061620"	"1775042"
"1061620"	"1775044"
"1061620"	"1775087"
"1061620"	"1775088"
"1061620"	"1775089"
"1061620"	"1784713"
"1061620"	"1792871"
"1061620"	"1837210"
"1061620"	"1869430"
"1061620"	"1870054"
"1061620"	"1902321"
"1061620"	"1928655"
"1061620"	"1928678"
"1061620"	"1928690"
"1061620"	"1928724"
"1061620"	"1928728"
"1061620"	"1928733"
"1061620"	"1928735"
"1061620"	"1928738"
"1061620"	"1928748"
"1061620"	"1932882"
"1061620"	"193952"
"1061620"	"1950713"
"1061620"	"1954203"
"1061620"	"1961810"
"1061620"	"2008547"
"1061620"	"2010338"
"1061620"	"2018059"
"1061620"	"2027651"
"1061620"	"2056921"
"1061620"	"2061482"
"1061620"	"2105421"
"1061620"	"2105455"
"1061620"	"2105463"
"1061620"	"2105464"
"1061620"	"2105468"
"1061620"	"2105476"
"1061620"	"2105477"
"1061620"	"2105484"
"1061620"	"2105485"
"1061620"	"2105486"
"1061620"	"2105487"
"1061620"	"2105489"
"1061620"	"2105493"
"1061620"	"2105498"
"1061620"	"2105499"
"1061620"	"2105501"
"1061620"	"2105503"
"1061620"	"2105510"
"1061620"	"2105512"
"1061620"	"2105521"
"1061620"	"2105532"
"1061620"	"2105537"
"1061620"	"2105540"
"1061620"	"2105546"
"1061620"	"2105556"
"1061620"	"2105559"
"1061620"	"2105561"
"1061620"	"2105568"
"1061620"	"2105573"
"1061620"	"2105586"
"1061620"	"2105587"
"1061620"	"2105588"
"1061620"	"2105597"
"1061620"	"2105598"
"1061620"	"2105599"
"1061620"	"2105602"
"1061620"	"218438"
"1061620"	"2188303"
"1061620"	"2212190"
"1061620"	"2224167"
"1061620"	"2229614"
"1061620"	"2276367"
"1061620"	"2325067"
"1061620"	"2335873"
"1061620"	"2393452"
"1061620"	"241716"
"1061620"	"2420902"
"1061620"	"243683"
"1061620"	"265370"
"1061620"	"291065"
"1061620"	"299289"
"1061620"	"300076"
"1061620"	"303060"
"1061620"	"312101"
"1061620"	"330571"
"1061620"	"338764"
"1061620"	"344277"
"1061620"	"346092"
"1061620"	"372259"
"1061620"	"403259"
"1061620"	"426750"
"1061620"	"444058"
"1061620"	"458026"
"1061620"	"458064"
"1061620"	"461710"
"1061620"	"468757"
"1061620"	"491696"
"1061620"	"493796"
"1061620"	"504783"
"1061620"	"506181"
"1061620"	"513098"
"1061620"	"531776"
"1061620"	"539162"
"1061620"	"539799"
"1061620"	"540920"
"1061620"	"541202"
"1061620"	"544479"
"1061620"	"549866"
"1061620"	"551682"
"1061620"	"552511"
"1061620"	"552583"
"1061620"	"561053"
"1061620"	"562574"
"1061620"	"563514"
"1061620"	"572220"
"1061620"	"572238"
"1061620"	"588173"
"1061620"	"592273"
"1061620"	"594200"
"1061620"	"609868"
"1061620"	"618846"
"1061620"	"626986"
"1061620"	"627961"
"1061620"	"628560"
"1061620"	"628623"
"1061620"	"629574"
"1061620"	"639440"
"1061620"	"641856"
"1061620"	"647356"
"1061620"	"647507"
"1061620"	"655775"
"1061620"	"665576"
"1061620"	"665854"
"1061620"	"682877"
"1061620"	"683822"
"1061620"	"687441"
"1061620"	"693635"
"1061620"	"694649"
"1061620"	"699158"
"1061620"	"699195"
"1061620"	"699200"
"1061620"	"709795"
"1061620"	"713222"
"1061620"	"713224"
"1061620"	"713231"
"1061620"	"713232"
"1061620"	"713239"
"1061620"	"713242"
"1061620"	"713244"
"1061620"	"713246"
"1061620"	"713248"
"1061620"	"713264"
"1061620"	"713276"
"1061620"	"713278"
"1061620"	"713279"
"1061620"	"713281"
"1061620"	"713282"
"1061620"	"713285"
"1061620"	"713290"
"1061620"	"713291"
"1061620"	"713295"
"1061620"	"713297"
"1061620"	"713299"
"1061620"	"713303"
"1061620"	"713304"
"1061620"	"713309"
"1061620"	"721483"
"1061620"	"724706"
"1061620"	"725183"
"1061620"	"725380"
"1061620"	"725383"
"1061620"	"725402"
"1061620"	"725403"
"1061620"	"731434"
"1061620"	"732342"
"1061620"	"738527"
"1061620"	"741681"
"1061620"	"755157"
"1061620"	"755398"
"1061620"	"757534"
"1061620"	"762482"
"1061620"	"762734"
"1061620"	"762787"
"1061620"	"763482"
"1061620"	"764814"
"1061620"	"766110"
"1061620"	"774002"
"1061620"	"809270"
"1061620"	"822264"
"1061620"	"824521"
"1061620"	"828384"
"1061620"	"830003"
"1061620"	"837776"
"1061620"	"850923"
"1061620"	"859175"
"1061620"	"859531"
"1061620"	"867199"
"1061620"	"889294"
"1061620"	"971372"
"1061620"	"993817"
"1063966"	"1244528"
"1063966"	"131337"
"1063966"	"1606474"
"1063966"	"1760301"
"1063966"	"1760642"
"1063966"	"1774633"
"1063966"	"1774839"
"1063966"	"1774967"
"1063966"	"1774996"
"1063966"	"1775076"
"1063966"	"1902321"
"1063966"	"2105362"
"1063966"	"2105489"
"1063966"	"2105579"
"1063966"	"507507"
"1063966"	"549649"
"1063966"	"624223"
